x-axis,F1
+800.000E+00,-28.65189E+00
+805.000E+00,-91.32541E+00
+810.000E+00,-95.46303E+00
+815.000E+00,-96.07226E+00
+820.000E+00,-99.46989E+00
+825.000E+00,-99.46989E+00
+830.000E+00,-98.76982E+00
+835.000E+00,-99.46989E+00
+840.000E+00,-98.19132E+00
+845.000E+00,-99.46989E+00
+850.000E+00,-99.46989E+00
+855.000E+00,-99.44324E+00
+860.000E+00,-99.46989E+00
+865.000E+00,-99.43638E+00
+870.000E+00,-99.46989E+00
+875.000E+00,-98.50339E+00
+880.000E+00,-94.65922E+00
+885.000E+00,-99.46989E+00
+890.000E+00,-99.46989E+00
+895.000E+00,-94.80764E+00
+900.000E+00,-99.46989E+00
+905.000E+00,-99.46989E+00
+910.000E+00,-99.46989E+00
+915.000E+00,-99.21668E+00
+920.000E+00,-99.46989E+00
+925.000E+00,-96.02514E+00
+930.000E+00,-98.56628E+00
+935.000E+00,-99.46989E+00
+940.000E+00,-99.46989E+00
+945.000E+00,-98.97842E+00
+950.000E+00,-99.46989E+00
+955.000E+00,-99.46989E+00
+960.000E+00,-99.46989E+00
+965.000E+00,-94.58606E+00
+970.000E+00,-98.66951E+00
+975.000E+00,-99.46989E+00
+980.000E+00,-99.46989E+00
+985.000E+00,-98.95078E+00
+990.000E+00,-93.46539E+00
+995.000E+00,-81.23044E+00
+1.000000E+03,-30.02583E+00
+1.005000E+03,-84.60713E+00
+1.010000E+03,-99.46989E+00
+1.015000E+03,-98.23315E+00
+1.020000E+03,-98.84629E+00
+1.025000E+03,-98.71538E+00
+1.030000E+03,-99.46989E+00
+1.035000E+03,-99.46989E+00
+1.040000E+03,-99.46989E+00
+1.045000E+03,-98.59860E+00
+1.050000E+03,-99.46989E+00
+1.055000E+03,-98.94200E+00
+1.060000E+03,-99.46989E+00
+1.065000E+03,-97.48409E+00
+1.070000E+03,-99.46989E+00
+1.075000E+03,-97.50986E+00
+1.080000E+03,-99.46989E+00
+1.085000E+03,-99.46989E+00
+1.090000E+03,-99.46989E+00
+1.095000E+03,-98.81010E+00
+1.100000E+03,-99.46989E+00
+1.105000E+03,-99.46989E+00
+1.110000E+03,-99.46989E+00
+1.115000E+03,-97.33049E+00
+1.120000E+03,-99.46989E+00
+1.125000E+03,-98.33509E+00
+1.130000E+03,-99.46989E+00
+1.135000E+03,-98.20580E+00
+1.140000E+03,-98.64732E+00
+1.145000E+03,-96.69495E+00
+1.150000E+03,-99.46989E+00
+1.155000E+03,-99.46989E+00
+1.160000E+03,-97.32006E+00
+1.165000E+03,-96.34596E+00
+1.170000E+03,-99.38353E+00
+1.175000E+03,-99.46989E+00
+1.180000E+03,-99.46989E+00
+1.185000E+03,-97.95658E+00
+1.190000E+03,-94.42781E+00
+1.195000E+03,-98.86524E+00
+1.200000E+03,-29.10019E+00
+1.205000E+03,-79.52080E+00
+1.210000E+03,-99.27522E+00
+1.215000E+03,-99.46989E+00
+1.220000E+03,-99.46989E+00
+1.225000E+03,-97.69106E+00
+1.230000E+03,-99.09803E+00
+1.235000E+03,-99.46471E+00
+1.240000E+03,-98.21320E+00
+1.245000E+03,-94.14964E+00
+1.250000E+03,-97.27404E+00
+1.255000E+03,-98.78816E+00
+1.260000E+03,-99.46989E+00
+1.265000E+03,-98.90348E+00
+1.270000E+03,-93.75529E+00
+1.275000E+03,-99.46989E+00
+1.280000E+03,-99.46989E+00
+1.285000E+03,-99.38000E+00
+1.290000E+03,-98.68467E+00
+1.295000E+03,-94.81701E+00
+1.300000E+03,-99.46989E+00
+1.305000E+03,-99.18251E+00
+1.310000E+03,-97.93934E+00
+1.315000E+03,-94.87913E+00
+1.320000E+03,-99.46989E+00
+1.325000E+03,-99.46989E+00
+1.330000E+03,-99.46989E+00
+1.335000E+03,-99.46989E+00
+1.340000E+03,-95.86959E+00
+1.345000E+03,-99.46989E+00
+1.350000E+03,-99.46989E+00
+1.355000E+03,-99.46989E+00
+1.360000E+03,-99.46989E+00
+1.365000E+03,-99.46989E+00
+1.370000E+03,-99.38476E+00
+1.375000E+03,-99.46989E+00
+1.380000E+03,-99.46989E+00
+1.385000E+03,-99.25018E+00
+1.390000E+03,-97.18995E+00
+1.395000E+03,-88.11003E+00
+1.400000E+03,-35.67765E+00
+1.405000E+03,-88.75347E+00
+1.410000E+03,-96.13037E+00
+1.415000E+03,-99.46989E+00
+1.420000E+03,-99.45790E+00
+1.425000E+03,-99.02855E+00
+1.430000E+03,-99.46989E+00
+1.435000E+03,-99.46989E+00
+1.440000E+03,-99.46989E+00
+1.445000E+03,-99.46989E+00
+1.450000E+03,-98.43502E+00
+1.455000E+03,-98.78023E+00
+1.460000E+03,-99.46989E+00
+1.465000E+03,-99.46989E+00
+1.470000E+03,-99.46989E+00
+1.475000E+03,-97.73743E+00
+1.480000E+03,-99.46989E+00
+1.485000E+03,-99.46989E+00
+1.490000E+03,-99.46989E+00
+1.495000E+03,-97.87615E+00
+1.500000E+03,-99.46989E+00
+1.505000E+03,-96.86314E+00
+1.510000E+03,-98.62196E+00
+1.515000E+03,-99.46989E+00
+1.520000E+03,-99.46989E+00
+1.525000E+03,-99.41438E+00
+1.530000E+03,-98.94397E+00
+1.535000E+03,-99.46989E+00
+1.540000E+03,-99.46989E+00
+1.545000E+03,-99.46989E+00
+1.550000E+03,-99.10746E+00
+1.555000E+03,-98.39298E+00
+1.560000E+03,-96.77114E+00
+1.565000E+03,-99.46989E+00
+1.570000E+03,-99.46989E+00
+1.575000E+03,-99.46989E+00
+1.580000E+03,-99.46989E+00
+1.585000E+03,-99.46989E+00
+1.590000E+03,-97.34109E+00
+1.595000E+03,-95.70301E+00
+1.600000E+03,-48.27371E+00
+1.605000E+03,-99.17201E+00
+1.610000E+03,-99.46989E+00
+1.615000E+03,-99.46989E+00
+1.620000E+03,-99.40305E+00
+1.625000E+03,-99.46989E+00
+1.630000E+03,-99.46989E+00
+1.635000E+03,-99.46989E+00
+1.640000E+03,-97.03753E+00
+1.645000E+03,-99.39245E+00
+1.650000E+03,-97.94642E+00
+1.655000E+03,-99.46989E+00
+1.660000E+03,-97.59061E+00
+1.665000E+03,-99.46989E+00
+1.670000E+03,-99.46989E+00
+1.675000E+03,-99.46989E+00
+1.680000E+03,-99.46989E+00
+1.685000E+03,-99.23732E+00
+1.690000E+03,-99.46989E+00
+1.695000E+03,-95.03997E+00
+1.700000E+03,-98.97882E+00
+1.705000E+03,-95.87313E+00
+1.710000E+03,-99.46989E+00
+1.715000E+03,-99.46989E+00
+1.720000E+03,-99.46989E+00
+1.725000E+03,-99.46989E+00
+1.730000E+03,-98.37958E+00
+1.735000E+03,-99.46989E+00
+1.740000E+03,-99.46989E+00
+1.745000E+03,-99.46989E+00
+1.750000E+03,-99.46989E+00
+1.755000E+03,-99.16242E+00
+1.760000E+03,-99.46989E+00
+1.765000E+03,-97.63114E+00
+1.770000E+03,-95.82395E+00
+1.775000E+03,-99.32030E+00
+1.780000E+03,-99.46989E+00
+1.785000E+03,-98.79978E+00
+1.790000E+03,-99.36727E+00
+1.795000E+03,-99.46989E+00
+1.800000E+03,-62.92172E+00
+1.805000E+03,-97.34081E+00
+1.810000E+03,-98.09033E+00
+1.815000E+03,-97.94686E+00
+1.820000E+03,-97.75668E+00
+1.825000E+03,-98.24662E+00
+1.830000E+03,-99.46989E+00
+1.835000E+03,-99.46989E+00
+1.840000E+03,-99.21441E+00
+1.845000E+03,-99.46989E+00
+1.850000E+03,-99.23413E+00
+1.855000E+03,-99.46989E+00
+1.860000E+03,-99.46989E+00
+1.865000E+03,-99.46989E+00
+1.870000E+03,-99.46989E+00
+1.875000E+03,-99.25710E+00
+1.880000E+03,-99.37236E+00
+1.885000E+03,-98.92232E+00
+1.890000E+03,-99.46989E+00
+1.895000E+03,-95.43021E+00
+1.900000E+03,-96.72219E+00
+1.905000E+03,-99.46989E+00
+1.910000E+03,-99.46989E+00
+1.915000E+03,-99.46989E+00
+1.920000E+03,-99.46989E+00
+1.925000E+03,-99.46989E+00
+1.930000E+03,-99.39623E+00
+1.935000E+03,-99.46989E+00
+1.940000E+03,-99.46989E+00
+1.945000E+03,-99.46989E+00
+1.950000E+03,-99.11888E+00
+1.955000E+03,-99.46989E+00
+1.960000E+03,-99.46989E+00
+1.965000E+03,-99.39984E+00
+1.970000E+03,-99.46989E+00
+1.975000E+03,-96.00539E+00
+1.980000E+03,-98.88203E+00
+1.985000E+03,-99.46989E+00
+1.990000E+03,-99.46989E+00
+1.995000E+03,-99.46989E+00
+2.000000E+03,-77.06821E+00
+2.005000E+03,-99.46989E+00
+2.010000E+03,-96.44856E+00
+2.015000E+03,-98.32824E+00
+2.020000E+03,-99.46989E+00
+2.025000E+03,-95.98407E+00
+2.030000E+03,-99.46989E+00
+2.035000E+03,-99.46989E+00
+2.040000E+03,-99.33954E+00
+2.045000E+03,-99.46989E+00
+2.050000E+03,-99.46989E+00
+2.055000E+03,-99.03813E+00
+2.060000E+03,-98.85008E+00
+2.065000E+03,-99.46989E+00
+2.070000E+03,-99.46989E+00
+2.075000E+03,-99.46989E+00
+2.080000E+03,-99.46989E+00
+2.085000E+03,-99.46989E+00
+2.090000E+03,-99.16067E+00
+2.095000E+03,-99.46989E+00
+2.100000E+03,-99.43668E+00
+2.105000E+03,-92.84664E+00
+2.110000E+03,-99.46989E+00
+2.115000E+03,-91.81322E+00
+2.120000E+03,-99.44253E+00
+2.125000E+03,-99.46989E+00
+2.130000E+03,-99.46989E+00
+2.135000E+03,-99.46989E+00
+2.140000E+03,-99.46989E+00
+2.145000E+03,-99.46989E+00
+2.150000E+03,-99.46989E+00
+2.155000E+03,-99.46989E+00
+2.160000E+03,-97.88149E+00
+2.165000E+03,-99.46989E+00
+2.170000E+03,-99.46989E+00
+2.175000E+03,-99.46989E+00
+2.180000E+03,-96.78721E+00
+2.185000E+03,-99.46989E+00
+2.190000E+03,-99.46989E+00
+2.195000E+03,-98.30690E+00
+2.200000E+03,-83.39129E+00
+2.205000E+03,-99.27894E+00
+2.210000E+03,-94.89833E+00
+2.215000E+03,-99.46989E+00
+2.220000E+03,-98.26484E+00
+2.225000E+03,-99.28830E+00
+2.230000E+03,-99.46989E+00
+2.235000E+03,-99.46989E+00
+2.240000E+03,-98.04556E+00
+2.245000E+03,-99.46989E+00
+2.250000E+03,-99.46989E+00
+2.255000E+03,-99.46989E+00
+2.260000E+03,-99.46989E+00
+2.265000E+03,-99.46989E+00
+2.270000E+03,-99.46989E+00
+2.275000E+03,-99.46989E+00
+2.280000E+03,-98.27174E+00
+2.285000E+03,-98.60044E+00
+2.290000E+03,-99.05904E+00
+2.295000E+03,-99.46989E+00
+2.300000E+03,-99.46989E+00
+2.305000E+03,-99.46989E+00
+2.310000E+03,-99.27121E+00
+2.315000E+03,-97.43185E+00
+2.320000E+03,-99.00919E+00
+2.325000E+03,-99.46989E+00
+2.330000E+03,-98.73704E+00
+2.335000E+03,-98.16987E+00
+2.340000E+03,-98.80874E+00
+2.345000E+03,-98.43933E+00
+2.350000E+03,-99.46989E+00
+2.355000E+03,-99.46989E+00
+2.360000E+03,-99.46989E+00
+2.365000E+03,-99.46989E+00
+2.370000E+03,-99.46989E+00
+2.375000E+03,-99.46989E+00
+2.380000E+03,-99.46989E+00
+2.385000E+03,-99.46989E+00
+2.390000E+03,-99.46989E+00
+2.395000E+03,-97.95589E+00
+2.400000E+03,-81.20114E+00
+2.405000E+03,-95.58292E+00
+2.410000E+03,-99.46989E+00
+2.415000E+03,-99.46989E+00
+2.420000E+03,-99.46989E+00
+2.425000E+03,-99.46989E+00
+2.430000E+03,-99.46989E+00
+2.435000E+03,-98.43910E+00
+2.440000E+03,-98.17104E+00
+2.445000E+03,-96.97218E+00
+2.450000E+03,-94.58765E+00
+2.455000E+03,-99.46989E+00
+2.460000E+03,-97.99029E+00
+2.465000E+03,-99.10232E+00
+2.470000E+03,-99.46989E+00
+2.475000E+03,-99.46989E+00
+2.480000E+03,-98.87914E+00
+2.485000E+03,-97.97892E+00
+2.490000E+03,-95.79645E+00
+2.495000E+03,-99.46989E+00
+2.500000E+03,-99.46989E+00
+2.505000E+03,-97.55403E+00
+2.510000E+03,-99.17381E+00
+2.515000E+03,-99.46989E+00
+2.520000E+03,-99.17105E+00
+2.525000E+03,-99.46989E+00
+2.530000E+03,-99.46989E+00
+2.535000E+03,-99.46989E+00
+2.540000E+03,-99.46989E+00
+2.545000E+03,-97.96736E+00
+2.550000E+03,-99.46989E+00
+2.555000E+03,-96.49997E+00
+2.560000E+03,-99.46989E+00
+2.565000E+03,-99.46989E+00
+2.570000E+03,-99.46989E+00
+2.575000E+03,-99.39341E+00
+2.580000E+03,-98.31159E+00
+2.585000E+03,-99.46989E+00
+2.590000E+03,-99.46989E+00
+2.595000E+03,-99.46989E+00
+2.600000E+03,-84.43621E+00
+2.605000E+03,-99.46989E+00
+2.610000E+03,-99.46989E+00
+2.615000E+03,-94.99870E+00
+2.620000E+03,-99.46989E+00
+2.625000E+03,-99.46989E+00
+2.630000E+03,-97.69235E+00
+2.635000E+03,-99.46989E+00
+2.640000E+03,-99.46989E+00
+2.645000E+03,-99.46989E+00
+2.650000E+03,-99.08328E+00
+2.655000E+03,-99.46989E+00
+2.660000E+03,-99.46989E+00
+2.665000E+03,-99.46989E+00
+2.670000E+03,-94.59892E+00
+2.675000E+03,-99.46989E+00
+2.680000E+03,-99.46989E+00
+2.685000E+03,-98.49045E+00
+2.690000E+03,-99.46989E+00
+2.695000E+03,-99.18008E+00
+2.700000E+03,-99.28942E+00
+2.705000E+03,-98.73953E+00
+2.710000E+03,-99.46989E+00
+2.715000E+03,-99.46989E+00
+2.720000E+03,-99.41659E+00
+2.725000E+03,-95.31496E+00
+2.730000E+03,-99.46989E+00
+2.735000E+03,-99.46989E+00
+2.740000E+03,-99.46989E+00
+2.745000E+03,-98.63181E+00
+2.750000E+03,-99.46989E+00
+2.755000E+03,-99.46989E+00
+2.760000E+03,-99.40739E+00
+2.765000E+03,-99.46989E+00
+2.770000E+03,-98.72656E+00
+2.775000E+03,-98.98115E+00
+2.780000E+03,-99.46989E+00
+2.785000E+03,-93.17186E+00
+2.790000E+03,-96.27208E+00
+2.795000E+03,-99.17724E+00
+2.800000E+03,-86.65876E+00
+2.805000E+03,-99.46989E+00
+2.810000E+03,-99.46989E+00
+2.815000E+03,-99.46989E+00
+2.820000E+03,-98.78500E+00
+2.825000E+03,-94.43963E+00
+2.830000E+03,-96.85781E+00
+2.835000E+03,-99.46989E+00
+2.840000E+03,-98.68916E+00
+2.845000E+03,-98.31458E+00
+2.850000E+03,-99.46989E+00
+2.855000E+03,-98.63490E+00
+2.860000E+03,-98.94375E+00
+2.865000E+03,-99.46989E+00
+2.870000E+03,-99.46989E+00
+2.875000E+03,-99.46989E+00
+2.880000E+03,-98.22011E+00
+2.885000E+03,-97.94346E+00
+2.890000E+03,-99.38772E+00
+2.895000E+03,-99.28375E+00
+2.900000E+03,-99.19683E+00
+2.905000E+03,-99.46989E+00
+2.910000E+03,-98.69818E+00
+2.915000E+03,-99.43333E+00
+2.920000E+03,-99.46989E+00
+2.925000E+03,-99.43526E+00
+2.930000E+03,-99.33365E+00
+2.935000E+03,-99.02430E+00
+2.940000E+03,-95.95900E+00
+2.945000E+03,-99.46989E+00
+2.950000E+03,-99.46989E+00
+2.955000E+03,-99.46989E+00
+2.960000E+03,-98.59902E+00
+2.965000E+03,-96.47948E+00
+2.970000E+03,-99.46989E+00
+2.975000E+03,-99.46989E+00
+2.980000E+03,-97.13492E+00
+2.985000E+03,-99.46983E+00
+2.990000E+03,-99.46989E+00
+2.995000E+03,-96.57778E+00
+3.000000E+03,-91.88621E+00
+3.005000E+03,-96.82052E+00
+3.010000E+03,-98.26634E+00
+3.015000E+03,-99.46989E+00
+3.020000E+03,-99.46989E+00
+3.025000E+03,-98.68148E+00
+3.030000E+03,-98.92911E+00
+3.035000E+03,-99.46989E+00
+3.040000E+03,-99.46989E+00
+3.045000E+03,-99.46989E+00
+3.050000E+03,-97.34079E+00
+3.055000E+03,-99.46989E+00
+3.060000E+03,-99.46989E+00
+3.065000E+03,-99.33354E+00
+3.070000E+03,-98.35050E+00
+3.075000E+03,-99.46989E+00
+3.080000E+03,-99.46989E+00
+3.085000E+03,-97.75430E+00
+3.090000E+03,-99.35228E+00
+3.095000E+03,-98.24712E+00
+3.100000E+03,-99.46989E+00
+3.105000E+03,-98.33720E+00
+3.110000E+03,-94.34062E+00
+3.115000E+03,-95.98853E+00
+3.120000E+03,-98.23993E+00
+3.125000E+03,-97.30387E+00
+3.130000E+03,-99.46989E+00
+3.135000E+03,-97.44017E+00
+3.140000E+03,-99.46989E+00
+3.145000E+03,-98.92365E+00
+3.150000E+03,-99.46989E+00
+3.155000E+03,-99.46989E+00
+3.160000E+03,-99.46989E+00
+3.165000E+03,-99.46989E+00
+3.170000E+03,-99.46989E+00
+3.175000E+03,-99.46989E+00
+3.180000E+03,-98.56994E+00
+3.185000E+03,-98.82092E+00
+3.190000E+03,-99.45327E+00
+3.195000E+03,-95.79273E+00
+3.200000E+03,-90.97167E+00
+3.205000E+03,-98.77898E+00
+3.210000E+03,-99.37112E+00
+3.215000E+03,-98.75285E+00
+3.220000E+03,-99.46989E+00
+3.225000E+03,-99.46989E+00
+3.230000E+03,-99.44511E+00
+3.235000E+03,-99.46989E+00
+3.240000E+03,-99.46989E+00
+3.245000E+03,-94.92598E+00
+3.250000E+03,-98.21703E+00
+3.255000E+03,-97.64439E+00
+3.260000E+03,-98.51657E+00
+3.265000E+03,-99.46989E+00
+3.270000E+03,-99.46989E+00
+3.275000E+03,-99.28268E+00
+3.280000E+03,-99.46989E+00
+3.285000E+03,-99.46989E+00
+3.290000E+03,-98.48675E+00
+3.295000E+03,-97.09806E+00
+3.300000E+03,-99.46989E+00
+3.305000E+03,-99.46989E+00
+3.310000E+03,-99.46989E+00
+3.315000E+03,-99.46989E+00
+3.320000E+03,-99.46989E+00
+3.325000E+03,-99.46989E+00
+3.330000E+03,-99.46989E+00
+3.335000E+03,-99.46989E+00
+3.340000E+03,-99.19205E+00
+3.345000E+03,-99.46989E+00
+3.350000E+03,-96.55548E+00
+3.355000E+03,-94.61692E+00
+3.360000E+03,-99.34791E+00
+3.365000E+03,-99.46989E+00
+3.370000E+03,-99.46989E+00
+3.375000E+03,-94.47153E+00
+3.380000E+03,-99.46989E+00
+3.385000E+03,-99.46989E+00
+3.390000E+03,-99.46989E+00
+3.395000E+03,-99.46989E+00
+3.400000E+03,-86.06756E+00
+3.405000E+03,-99.46989E+00
+3.410000E+03,-99.41863E+00
+3.415000E+03,-99.46989E+00
+3.420000E+03,-99.46989E+00
+3.425000E+03,-99.46989E+00
+3.430000E+03,-98.19436E+00
+3.435000E+03,-97.39799E+00
+3.440000E+03,-99.46989E+00
+3.445000E+03,-99.46989E+00
+3.450000E+03,-98.18745E+00
+3.455000E+03,-98.90731E+00
+3.460000E+03,-99.37620E+00
+3.465000E+03,-98.17289E+00
+3.470000E+03,-99.46989E+00
+3.475000E+03,-97.78366E+00
+3.480000E+03,-93.82900E+00
+3.485000E+03,-99.46989E+00
+3.490000E+03,-97.90555E+00
+3.495000E+03,-93.48244E+00
+3.500000E+03,-99.46989E+00
+3.505000E+03,-98.43279E+00
+3.510000E+03,-99.46989E+00
+3.515000E+03,-99.46989E+00
+3.520000E+03,-99.46989E+00
+3.525000E+03,-99.46989E+00
+3.530000E+03,-98.86637E+00
+3.535000E+03,-99.46989E+00
+3.540000E+03,-96.91376E+00
+3.545000E+03,-99.46989E+00
+3.550000E+03,-99.46989E+00
+3.555000E+03,-99.46989E+00
+3.560000E+03,-99.46989E+00
+3.565000E+03,-99.46989E+00
+3.570000E+03,-99.46989E+00
+3.575000E+03,-98.47106E+00
+3.580000E+03,-99.46989E+00
+3.585000E+03,-99.46989E+00
+3.590000E+03,-99.46989E+00
+3.595000E+03,-99.46989E+00
+3.600000E+03,-94.86515E+00
+3.605000E+03,-99.46989E+00
+3.610000E+03,-94.96114E+00
+3.615000E+03,-99.46989E+00
+3.620000E+03,-99.01784E+00
+3.625000E+03,-99.46989E+00
+3.630000E+03,-98.01117E+00
+3.635000E+03,-99.46989E+00
+3.640000E+03,-99.46989E+00
+3.645000E+03,-98.41713E+00
+3.650000E+03,-99.22035E+00
+3.655000E+03,-99.44713E+00
+3.660000E+03,-99.46989E+00
+3.665000E+03,-99.46989E+00
+3.670000E+03,-99.46989E+00
+3.675000E+03,-99.46989E+00
+3.680000E+03,-99.46989E+00
+3.685000E+03,-95.12120E+00
+3.690000E+03,-99.46989E+00
+3.695000E+03,-99.45053E+00
+3.700000E+03,-99.46989E+00
+3.705000E+03,-99.46923E+00
+3.710000E+03,-99.38043E+00
+3.715000E+03,-99.46989E+00
+3.720000E+03,-99.38582E+00
+3.725000E+03,-99.46989E+00
+3.730000E+03,-98.53186E+00
+3.735000E+03,-99.45531E+00
+3.740000E+03,-99.46989E+00
+3.745000E+03,-97.82866E+00
+3.750000E+03,-99.46989E+00
+3.755000E+03,-99.46989E+00
+3.760000E+03,-99.46989E+00
+3.765000E+03,-99.27849E+00
+3.770000E+03,-97.94645E+00
+3.775000E+03,-99.46989E+00
+3.780000E+03,-99.46989E+00
+3.785000E+03,-95.79594E+00
+3.790000E+03,-99.46989E+00
+3.795000E+03,-97.63050E+00
+3.800000E+03,-84.53653E+00
+3.805000E+03,-96.56401E+00
+3.810000E+03,-99.46989E+00
+3.815000E+03,-99.46989E+00
+3.820000E+03,-99.46989E+00
+3.825000E+03,-99.46989E+00
+3.830000E+03,-96.18031E+00
+3.835000E+03,-95.29583E+00
+3.840000E+03,-99.46989E+00
+3.845000E+03,-99.46989E+00
+3.850000E+03,-97.31849E+00
+3.855000E+03,-99.05558E+00
+3.860000E+03,-98.79539E+00
+3.865000E+03,-99.46989E+00
+3.870000E+03,-99.46989E+00
+3.875000E+03,-99.46989E+00
+3.880000E+03,-99.46989E+00
+3.885000E+03,-99.46989E+00
+3.890000E+03,-99.46989E+00
+3.895000E+03,-97.74412E+00
+3.900000E+03,-98.84432E+00
+3.905000E+03,-99.46989E+00
+3.910000E+03,-97.30790E+00
+3.915000E+03,-99.44874E+00
+3.920000E+03,-99.46989E+00
+3.925000E+03,-99.46989E+00
+3.930000E+03,-99.46989E+00
