x-axis,FFT
+405.000E+00,-43.43417E+00
+410.000E+00,-84.39565E+00
+415.000E+00,-93.06617E+00
+420.000E+00,-97.29931E+00
+425.000E+00,-94.02376E+00
+430.000E+00,-98.00093E+00
+435.000E+00,-98.52534E+00
+440.000E+00,-97.39499E+00
+445.000E+00,-100.22759E+00
+450.000E+00,-98.00475E+00
+455.000E+00,-100.90644E+00
+460.000E+00,-96.27425E+00
+465.000E+00,-99.89999E+00
+470.000E+00,-98.49531E+00
+475.000E+00,-94.25310E+00
+480.000E+00,-99.86643E+00
+485.000E+00,-103.86499E+00
+490.000E+00,-108.93865E+00
+495.000E+00,-106.68693E+00
+500.000E+00,-112.84351E+00
+505.000E+00,-112.12741E+00
+510.000E+00,-98.69486E+00
+515.000E+00,-93.89861E+00
+520.000E+00,-99.32179E+00
+525.000E+00,-99.81574E+00
+530.000E+00,-104.58069E+00
+535.000E+00,-103.08175E+00
+540.000E+00,-101.13381E+00
+545.000E+00,-102.80444E+00
+550.000E+00,-100.46848E+00
+555.000E+00,-96.10219E+00
+560.000E+00,-92.60633E+00
+565.000E+00,-90.31128E+00
+570.000E+00,-87.55791E+00
+575.000E+00,-81.36556E+00
+580.000E+00,-76.03297E+00
+585.000E+00,-68.80658E+00
+590.000E+00,-57.18690E+00
+595.000E+00,-38.21769E+00
+600.000E+00,-30.98526E+00
+605.000E+00,-37.05218E+00
+610.000E+00,-67.15854E+00
+615.000E+00,-87.82374E+00
+620.000E+00,-102.87325E+00
+625.000E+00,-94.40801E+00
+630.000E+00,-100.70202E+00
+635.000E+00,-95.39580E+00
+640.000E+00,-97.34630E+00
+645.000E+00,-97.87020E+00
+650.000E+00,-100.56770E+00
+655.000E+00,-100.06907E+00
+660.000E+00,-101.84575E+00
+665.000E+00,-102.67970E+00
+670.000E+00,-102.67137E+00
+675.000E+00,-103.74077E+00
+680.000E+00,-105.92761E+00
+685.000E+00,-102.55507E+00
+690.000E+00,-98.00362E+00
+695.000E+00,-93.75032E+00
+700.000E+00,-95.65623E+00
+705.000E+00,-101.38636E+00
+710.000E+00,-103.31105E+00
+715.000E+00,-107.46984E+00
+720.000E+00,-114.89374E+00
+725.000E+00,-101.17645E+00
+730.000E+00,-100.40311E+00
+735.000E+00,-99.94500E+00
+740.000E+00,-102.45399E+00
+745.000E+00,-99.24151E+00
+750.000E+00,-98.60481E+00
+755.000E+00,-97.55901E+00
+760.000E+00,-90.60836E+00
+765.000E+00,-89.71060E+00
+770.000E+00,-84.75965E+00
+775.000E+00,-79.87668E+00
+780.000E+00,-74.28532E+00
+785.000E+00,-66.31629E+00
+790.000E+00,-54.23464E+00
+795.000E+00,-36.76520E+00
+800.000E+00,-29.55770E+00
+805.000E+00,-35.75748E+00
+810.000E+00,-60.53631E+00
+815.000E+00,-77.38825E+00
+820.000E+00,-92.07208E+00
+825.000E+00,-105.39728E+00
+830.000E+00,-97.57114E+00
+835.000E+00,-103.15031E+00
+840.000E+00,-96.94908E+00
+845.000E+00,-101.84062E+00
+850.000E+00,-95.14621E+00
+855.000E+00,-99.21468E+00
+860.000E+00,-105.76996E+00
+865.000E+00,-105.41565E+00
+870.000E+00,-99.24646E+00
+875.000E+00,-101.56229E+00
+880.000E+00,-98.41833E+00
+885.000E+00,-97.08159E+00
+890.000E+00,-97.79856E+00
+895.000E+00,-111.58693E+00
+900.000E+00,-106.41003E+00
+905.000E+00,-96.52256E+00
+910.000E+00,-93.72663E+00
+915.000E+00,-96.92313E+00
+920.000E+00,-108.41272E+00
+925.000E+00,-105.37472E+00
+930.000E+00,-115.20660E+00
+935.000E+00,-110.26901E+00
+940.000E+00,-103.51019E+00
+945.000E+00,-104.30258E+00
+950.000E+00,-113.25597E+00
+955.000E+00,-103.01624E+00
+960.000E+00,-104.08609E+00
+965.000E+00,-104.56523E+00
+970.000E+00,-104.39365E+00
+975.000E+00,-104.12721E+00
+980.000E+00,-98.80616E+00
+985.000E+00,-99.04764E+00
+990.000E+00,-106.20416E+00
+995.000E+00,-95.82633E+00
+1.000000E+03,-86.74083E+00
+1.005000E+03,-90.05564E+00
+1.010000E+03,-97.02247E+00
+1.015000E+03,-99.00520E+00
+1.020000E+03,-101.70171E+00
+1.025000E+03,-111.55862E+00
+1.030000E+03,-101.78733E+00
+1.035000E+03,-106.09703E+00
+1.040000E+03,-106.57224E+00
+1.045000E+03,-100.35203E+00
+1.050000E+03,-100.01635E+00
+1.055000E+03,-102.37459E+00
+1.060000E+03,-96.24351E+00
+1.065000E+03,-101.19586E+00
+1.070000E+03,-107.88676E+00
+1.075000E+03,-106.96631E+00
+1.080000E+03,-110.99873E+00
+1.085000E+03,-109.89727E+00
+1.090000E+03,-99.92708E+00
+1.095000E+03,-96.46233E+00
+1.100000E+03,-98.78410E+00
+1.105000E+03,-99.19428E+00
+1.110000E+03,-93.86738E+00
+1.115000E+03,-92.37017E+00
+1.120000E+03,-96.52714E+00
+1.125000E+03,-102.24051E+00
+1.130000E+03,-102.11227E+00
+1.135000E+03,-104.74982E+00
+1.140000E+03,-107.99123E+00
+1.145000E+03,-102.93277E+00
+1.150000E+03,-98.14524E+00
+1.155000E+03,-110.40988E+00
+1.160000E+03,-95.07941E+00
+1.165000E+03,-90.15015E+00
+1.170000E+03,-85.50627E+00
+1.175000E+03,-80.17874E+00
+1.180000E+03,-74.16851E+00
+1.185000E+03,-65.51867E+00
+1.190000E+03,-52.84226E+00
+1.195000E+03,-36.83666E+00
+1.200000E+03,-29.82079E+00
+1.205000E+03,-36.31036E+00
+1.210000E+03,-55.66838E+00
+1.215000E+03,-70.37063E+00
+1.220000E+03,-80.96840E+00
+1.225000E+03,-88.57248E+00
+1.230000E+03,-96.67560E+00
+1.235000E+03,-101.14151E+00
+1.240000E+03,-102.03306E+00
+1.245000E+03,-99.51778E+00
+1.250000E+03,-99.22172E+00
+1.255000E+03,-106.35013E+00
+1.260000E+03,-98.86665E+00
+1.265000E+03,-103.30693E+00
+1.270000E+03,-105.89361E+00
+1.275000E+03,-103.96727E+00
+1.280000E+03,-94.33050E+00
+1.285000E+03,-95.67371E+00
+1.290000E+03,-99.69863E+00
+1.295000E+03,-104.14687E+00
+1.300000E+03,-103.35503E+00
+1.305000E+03,-107.01971E+00
+1.310000E+03,-105.77743E+00
+1.315000E+03,-115.95431E+00
+1.320000E+03,-111.78061E+00
+1.325000E+03,-114.22295E+00
+1.330000E+03,-101.66059E+00
+1.335000E+03,-96.10115E+00
+1.340000E+03,-102.61920E+00
+1.345000E+03,-113.81575E+00
+1.350000E+03,-101.51208E+00
+1.355000E+03,-99.03290E+00
+1.360000E+03,-99.33474E+00
+1.365000E+03,-91.70264E+00
+1.370000E+03,-87.34362E+00
+1.375000E+03,-82.78626E+00
+1.380000E+03,-75.76007E+00
+1.385000E+03,-67.26345E+00
+1.390000E+03,-54.13509E+00
+1.395000E+03,-38.36080E+00
+1.400000E+03,-31.45979E+00
+1.405000E+03,-38.09561E+00
+1.410000E+03,-55.75487E+00
+1.415000E+03,-70.48367E+00
+1.420000E+03,-79.15009E+00
+1.425000E+03,-88.23150E+00
+1.430000E+03,-94.77013E+00
+1.435000E+03,-92.70723E+00
+1.440000E+03,-109.41852E+00
+1.445000E+03,-99.72813E+00
+1.450000E+03,-101.49716E+00
+1.455000E+03,-103.22914E+00
+1.460000E+03,-100.41951E+00
+1.465000E+03,-106.03291E+00
+1.470000E+03,-99.85275E+00
+1.475000E+03,-98.42765E+00
+1.480000E+03,-99.75738E+00
+1.485000E+03,-98.33089E+00
+1.490000E+03,-97.85755E+00
+1.495000E+03,-97.20463E+00
+1.500000E+03,-102.37892E+00
+1.505000E+03,-104.56082E+00
+1.510000E+03,-107.68228E+00
+1.515000E+03,-108.99599E+00
+1.520000E+03,-103.84125E+00
+1.525000E+03,-98.57981E+00
+1.530000E+03,-111.22338E+00
+1.535000E+03,-99.32330E+00
+1.540000E+03,-116.13060E+00
+1.545000E+03,-102.46705E+00
+1.550000E+03,-100.13884E+00
+1.555000E+03,-97.34294E+00
+1.560000E+03,-98.14303E+00
+1.565000E+03,-107.73110E+00
+1.570000E+03,-94.68725E+00
+1.575000E+03,-89.53399E+00
+1.580000E+03,-83.93639E+00
+1.585000E+03,-74.41522E+00
+1.590000E+03,-60.81136E+00
+1.595000E+03,-45.04918E+00
+1.600000E+03,-38.27369E+00
+1.605000E+03,-45.04191E+00
+1.610000E+03,-61.79598E+00
+1.615000E+03,-75.61929E+00
+1.620000E+03,-85.08045E+00
+1.625000E+03,-93.26729E+00
+1.630000E+03,-93.70208E+00
+1.635000E+03,-102.97453E+00
+1.640000E+03,-99.90580E+00
+1.645000E+03,-101.53439E+00
+1.650000E+03,-116.53255E+00
+1.655000E+03,-100.74858E+00
+1.660000E+03,-105.59222E+00
+1.665000E+03,-106.32062E+00
+1.670000E+03,-107.19954E+00
+1.675000E+03,-101.46370E+00
+1.680000E+03,-98.81458E+00
+1.685000E+03,-96.70240E+00
+1.690000E+03,-95.06784E+00
+1.695000E+03,-97.64658E+00
+1.700000E+03,-100.09978E+00
+1.705000E+03,-99.08165E+00
+1.710000E+03,-100.24707E+00
+1.715000E+03,-104.18820E+00
+1.720000E+03,-100.17077E+00
+1.725000E+03,-104.47688E+00
+1.730000E+03,-103.44416E+00
+1.735000E+03,-100.06431E+00
+1.740000E+03,-97.67267E+00
+1.745000E+03,-98.06256E+00
+1.750000E+03,-104.51004E+00
+1.755000E+03,-110.16743E+00
+1.760000E+03,-106.53003E+00
+1.765000E+03,-110.75134E+00
+1.770000E+03,-102.85651E+00
+1.775000E+03,-100.09401E+00
+1.780000E+03,-92.49038E+00
+1.785000E+03,-85.44017E+00
+1.790000E+03,-71.17346E+00
+1.795000E+03,-54.66528E+00
+1.800000E+03,-48.05478E+00
+1.805000E+03,-55.02460E+00
+1.810000E+03,-70.90923E+00
+1.815000E+03,-85.32467E+00
+1.820000E+03,-91.71060E+00
+1.825000E+03,-103.86837E+00
+1.830000E+03,-101.71908E+00
+1.835000E+03,-99.16800E+00
+1.840000E+03,-100.73971E+00
+1.845000E+03,-105.90791E+00
+1.850000E+03,-106.69932E+00
+1.855000E+03,-103.75008E+00
+1.860000E+03,-104.29707E+00
+1.865000E+03,-108.44723E+00
+1.870000E+03,-101.93260E+00
+1.875000E+03,-98.99032E+00
+1.880000E+03,-103.31055E+00
+1.885000E+03,-107.06707E+00
+1.890000E+03,-103.87271E+00
+1.895000E+03,-101.85544E+00
+1.900000E+03,-100.87688E+00
+1.905000E+03,-102.03143E+00
+1.910000E+03,-108.85173E+00
+1.915000E+03,-107.88744E+00
+1.920000E+03,-101.80101E+00
+1.925000E+03,-104.49143E+00
+1.930000E+03,-99.76143E+00
+1.935000E+03,-99.10019E+00
+1.940000E+03,-118.16248E+00
+1.945000E+03,-104.07823E+00
+1.950000E+03,-97.03362E+00
+1.955000E+03,-93.78350E+00
+1.960000E+03,-98.26415E+00
+1.965000E+03,-114.51713E+00
+1.970000E+03,-105.50679E+00
+1.975000E+03,-105.86959E+00
+1.980000E+03,-103.80949E+00
+1.985000E+03,-98.60808E+00
+1.990000E+03,-83.67553E+00
+1.995000E+03,-65.94537E+00
+2.000000E+03,-59.65178E+00
+2.005000E+03,-66.74575E+00
+2.010000E+03,-81.33332E+00
+2.015000E+03,-94.58714E+00
+2.020000E+03,-102.45574E+00
+2.025000E+03,-98.28313E+00
+2.030000E+03,-108.72955E+00
+2.035000E+03,-106.57833E+00
+2.040000E+03,-102.17192E+00
+2.045000E+03,-101.30979E+00
+2.050000E+03,-101.24236E+00
+2.055000E+03,-98.07815E+00
+2.060000E+03,-100.55254E+00
+2.065000E+03,-101.72784E+00
+2.070000E+03,-100.97713E+00
+2.075000E+03,-103.73689E+00
+2.080000E+03,-106.44645E+00
+2.085000E+03,-104.86459E+00
+2.090000E+03,-103.29481E+00
+2.095000E+03,-105.01744E+00
+2.100000E+03,-100.80020E+00
+2.105000E+03,-99.58766E+00
+2.110000E+03,-102.43419E+00
+2.115000E+03,-103.56884E+00
+2.120000E+03,-104.02866E+00
+2.125000E+03,-111.41328E+00
+2.130000E+03,-109.67268E+00
+2.135000E+03,-107.56018E+00
+2.140000E+03,-107.20166E+00
+2.145000E+03,-102.10034E+00
+2.150000E+03,-99.12441E+00
+2.155000E+03,-101.19064E+00
+2.160000E+03,-106.96537E+00
+2.165000E+03,-109.82820E+00
+2.170000E+03,-97.49743E+00
+2.175000E+03,-96.98095E+00
+2.180000E+03,-102.79889E+00
+2.185000E+03,-102.45738E+00
+2.190000E+03,-95.20942E+00
+2.195000E+03,-78.45918E+00
+2.200000E+03,-71.95206E+00
+2.205000E+03,-79.02959E+00
+2.210000E+03,-93.38651E+00
+2.215000E+03,-100.33177E+00
+2.220000E+03,-103.02291E+00
+2.225000E+03,-106.91252E+00
+2.230000E+03,-107.88690E+00
+2.235000E+03,-102.81396E+00
+2.240000E+03,-99.64152E+00
+2.245000E+03,-98.25691E+00
+2.250000E+03,-112.50963E+00
+2.255000E+03,-102.92724E+00
+2.260000E+03,-107.95356E+00
+2.265000E+03,-106.93928E+00
+2.270000E+03,-114.78794E+00
+2.275000E+03,-105.60246E+00
+2.280000E+03,-98.21165E+00
+2.285000E+03,-98.30036E+00
+2.290000E+03,-99.25387E+00
+2.295000E+03,-99.23541E+00
+2.300000E+03,-101.42589E+00
+2.305000E+03,-105.86163E+00
+2.310000E+03,-104.80699E+00
+2.315000E+03,-98.58586E+00
+2.320000E+03,-99.53581E+00
+2.325000E+03,-103.70884E+00
+2.330000E+03,-104.24440E+00
+2.335000E+03,-104.98152E+00
+2.340000E+03,-104.80489E+00
+2.345000E+03,-96.51210E+00
+2.350000E+03,-94.02737E+00
+2.355000E+03,-99.03123E+00
+2.360000E+03,-103.78466E+00
+2.365000E+03,-105.61638E+00
+2.370000E+03,-98.35870E+00
+2.375000E+03,-101.80828E+00
+2.380000E+03,-116.65447E+00
+2.385000E+03,-109.75085E+00
+2.390000E+03,-99.62823E+00
+2.395000E+03,-91.58881E+00
+2.400000E+03,-83.51393E+00
+2.405000E+03,-93.21202E+00
+2.410000E+03,-104.50880E+00
+2.415000E+03,-103.69549E+00
+2.420000E+03,-106.07180E+00
+2.425000E+03,-103.75903E+00
+2.430000E+03,-99.94382E+00
+2.435000E+03,-100.29101E+00
+2.440000E+03,-102.17871E+00
+2.445000E+03,-100.31023E+00
+2.450000E+03,-100.37671E+00
+2.455000E+03,-101.92074E+00
+2.460000E+03,-98.73388E+00
+2.465000E+03,-97.16806E+00
+2.470000E+03,-98.69674E+00
+2.475000E+03,-104.61676E+00
+2.480000E+03,-104.38155E+00
+2.485000E+03,-94.83781E+00
+2.490000E+03,-95.87045E+00
+2.495000E+03,-101.02361E+00
+2.500000E+03,-106.75079E+00
+2.505000E+03,-106.94546E+00
+2.510000E+03,-97.60327E+00
+2.515000E+03,-98.33958E+00
+2.520000E+03,-97.87535E+00
+2.525000E+03,-100.30806E+00
+2.530000E+03,-109.18007E+00
+2.535000E+03,-106.21269E+00
+2.540000E+03,-97.34529E+00
+2.545000E+03,-99.53706E+00
+2.550000E+03,-104.66138E+00
+2.555000E+03,-109.30075E+00
+2.560000E+03,-99.63997E+00
+2.565000E+03,-99.93943E+00
+2.570000E+03,-129.77888E+00
+2.575000E+03,-105.50940E+00
+2.580000E+03,-105.43317E+00
+2.585000E+03,-105.54809E+00
+2.590000E+03,-99.97486E+00
+2.595000E+03,-87.01762E+00
+2.600000E+03,-79.88319E+00
+2.605000E+03,-85.01668E+00
+2.610000E+03,-94.96648E+00
+2.615000E+03,-104.11227E+00
+2.620000E+03,-105.85298E+00
+2.625000E+03,-97.84378E+00
+2.630000E+03,-99.74384E+00
+2.635000E+03,-105.33894E+00
+2.640000E+03,-104.18583E+00
+2.645000E+03,-101.57202E+00
+2.650000E+03,-99.46061E+00
+2.655000E+03,-96.88715E+00
+2.660000E+03,-97.96082E+00
+2.665000E+03,-112.04262E+00
+2.670000E+03,-103.47766E+00
+2.675000E+03,-100.92467E+00
+2.680000E+03,-125.39108E+00
+2.685000E+03,-104.03957E+00
+2.690000E+03,-100.70433E+00
+2.695000E+03,-98.85910E+00
+2.700000E+03,-103.95988E+00
+2.705000E+03,-109.62893E+00
+2.710000E+03,-109.43100E+00
+2.715000E+03,-104.71699E+00
+2.720000E+03,-102.69545E+00
+2.725000E+03,-104.19811E+00
+2.730000E+03,-107.36515E+00
+2.735000E+03,-104.25051E+00
+2.740000E+03,-101.48834E+00
+2.745000E+03,-108.47648E+00
+2.750000E+03,-109.92715E+00
+2.755000E+03,-106.47079E+00
+2.760000E+03,-99.22128E+00
+2.765000E+03,-98.38143E+00
+2.770000E+03,-100.61105E+00
+2.775000E+03,-108.86472E+00
+2.780000E+03,-111.07268E+00
+2.785000E+03,-101.27423E+00
+2.790000E+03,-103.31266E+00
+2.795000E+03,-91.87778E+00
+2.800000E+03,-86.48427E+00
+2.805000E+03,-90.42910E+00
+2.810000E+03,-100.45404E+00
+2.815000E+03,-106.19864E+00
+2.820000E+03,-100.28700E+00
+2.825000E+03,-100.88580E+00
+2.830000E+03,-101.48134E+00
+2.835000E+03,-96.55833E+00
+2.840000E+03,-94.35892E+00
+2.845000E+03,-96.27999E+00
+2.850000E+03,-100.08699E+00
+2.855000E+03,-106.03404E+00
+2.860000E+03,-102.35087E+00
+2.865000E+03,-102.26018E+00
+2.870000E+03,-98.90437E+00
+2.875000E+03,-98.89211E+00
+2.880000E+03,-104.53619E+00
+2.885000E+03,-98.82555E+00
+2.890000E+03,-102.87733E+00
+2.895000E+03,-114.27299E+00
+2.900000E+03,-103.18784E+00
+2.905000E+03,-104.90010E+00
+2.910000E+03,-108.76337E+00
+2.915000E+03,-101.33368E+00
+2.920000E+03,-102.68241E+00
+2.925000E+03,-102.17275E+00
+2.930000E+03,-99.94130E+00
+2.935000E+03,-105.94429E+00
+2.940000E+03,-104.52803E+00
+2.945000E+03,-100.64656E+00
+2.950000E+03,-103.11346E+00
+2.955000E+03,-106.23760E+00
+2.960000E+03,-101.10758E+00
+2.965000E+03,-102.67259E+00
+2.970000E+03,-102.00625E+00
+2.975000E+03,-95.49666E+00
+2.980000E+03,-97.54020E+00
+2.985000E+03,-96.03402E+00
+2.990000E+03,-97.59429E+00
+2.995000E+03,-90.15446E+00
+3.000000E+03,-86.49565E+00
+3.005000E+03,-90.87627E+00
+3.010000E+03,-97.59154E+00
+3.015000E+03,-100.13530E+00
+3.020000E+03,-99.24251E+00
+3.025000E+03,-98.73875E+00
+3.030000E+03,-100.99814E+00
+3.035000E+03,-102.26256E+00
+3.040000E+03,-106.24688E+00
+3.045000E+03,-105.40689E+00
+3.050000E+03,-100.56486E+00
+3.055000E+03,-96.97902E+00
+3.060000E+03,-98.31551E+00
+3.065000E+03,-101.85716E+00
+3.070000E+03,-102.81393E+00
+3.075000E+03,-104.39581E+00
+3.080000E+03,-103.34712E+00
+3.085000E+03,-100.55624E+00
+3.090000E+03,-101.48740E+00
+3.095000E+03,-110.93096E+00
+3.100000E+03,-108.24447E+00
+3.105000E+03,-110.24376E+00
+3.110000E+03,-101.77083E+00
+3.115000E+03,-106.44264E+00
+3.120000E+03,-100.61856E+00
+3.125000E+03,-102.68821E+00
+3.130000E+03,-105.65518E+00
+3.135000E+03,-100.11524E+00
+3.140000E+03,-100.55297E+00
+3.145000E+03,-102.47445E+00
+3.150000E+03,-101.06533E+00
+3.155000E+03,-102.92921E+00
+3.160000E+03,-110.20035E+00
+3.165000E+03,-106.03782E+00
+3.170000E+03,-101.60445E+00
+3.175000E+03,-99.80205E+00
+3.180000E+03,-104.72677E+00
+3.185000E+03,-102.38437E+00
+3.190000E+03,-96.58742E+00
+3.195000E+03,-95.06252E+00
+3.200000E+03,-94.40966E+00
+3.205000E+03,-103.56070E+00
+3.210000E+03,-101.48074E+00
+3.215000E+03,-101.13228E+00
+3.220000E+03,-104.32722E+00
+3.225000E+03,-105.22895E+00
+3.230000E+03,-108.27286E+00
+3.235000E+03,-107.37520E+00
+3.240000E+03,-105.56406E+00
+3.245000E+03,-104.52471E+00
+3.250000E+03,-106.01211E+00
+3.255000E+03,-102.16207E+00
+3.260000E+03,-97.86866E+00
+3.265000E+03,-100.87944E+00
+3.270000E+03,-98.40158E+00
+3.275000E+03,-99.63936E+00
+3.280000E+03,-106.87097E+00
+3.285000E+03,-110.64139E+00
+3.290000E+03,-120.40962E+00
+3.295000E+03,-105.34237E+00
+3.300000E+03,-102.99589E+00
+3.305000E+03,-104.07600E+00
+3.310000E+03,-111.72316E+00
+3.315000E+03,-97.89531E+00
+3.320000E+03,-98.58472E+00
+3.325000E+03,-103.66689E+00
+3.330000E+03,-106.69041E+00
+3.335000E+03,-106.27137E+00
+3.340000E+03,-106.65534E+00
+3.345000E+03,-107.56896E+00
+3.350000E+03,-110.53057E+00
+3.355000E+03,-106.33159E+00
+3.360000E+03,-99.78182E+00
+3.365000E+03,-98.27084E+00
+3.370000E+03,-105.14245E+00
+3.375000E+03,-113.38753E+00
+3.380000E+03,-110.42795E+00
+3.385000E+03,-109.50346E+00
+3.390000E+03,-108.43040E+00
+3.395000E+03,-92.67057E+00
+3.400000E+03,-86.91441E+00
+3.405000E+03,-91.86418E+00
+3.410000E+03,-101.88466E+00
+3.415000E+03,-108.10830E+00
+3.420000E+03,-107.88313E+00
+3.425000E+03,-109.18598E+00
+3.430000E+03,-112.74177E+00
+3.435000E+03,-114.41657E+00
+3.440000E+03,-112.97423E+00
+3.445000E+03,-104.53398E+00
+3.450000E+03,-107.04714E+00
+3.455000E+03,-107.98527E+00
+3.460000E+03,-111.82834E+00
+3.465000E+03,-107.31041E+00
+3.470000E+03,-101.30218E+00
+3.475000E+03,-97.25902E+00
+3.480000E+03,-99.30251E+00
+3.485000E+03,-99.92678E+00
+3.490000E+03,-100.04151E+00
+3.495000E+03,-98.49562E+00
+3.500000E+03,-105.63455E+00
+3.505000E+03,-99.64781E+00
+3.510000E+03,-95.15370E+00
+3.515000E+03,-96.60582E+00
+3.520000E+03,-98.27849E+00
+3.525000E+03,-104.32758E+00
+3.530000E+03,-109.13986E+00
+3.535000E+03,-96.38221E+00
+3.540000E+03,-97.58356E+00
+3.545000E+03,-104.15900E+00
+3.550000E+03,-105.23022E+00
+3.555000E+03,-107.28388E+00
+3.560000E+03,-106.85044E+00
+3.565000E+03,-104.80444E+00
+3.570000E+03,-104.11087E+00
+3.575000E+03,-99.35869E+00
+3.580000E+03,-97.02326E+00
+3.585000E+03,-103.63871E+00
+3.590000E+03,-122.20308E+00
+3.595000E+03,-96.35703E+00
+3.600000E+03,-89.00543E+00
+3.605000E+03,-99.49687E+00
+3.610000E+03,-99.79526E+00
+3.615000E+03,-102.03438E+00
+3.620000E+03,-113.71752E+00
+3.625000E+03,-109.35358E+00
+3.630000E+03,-99.47122E+00
+3.635000E+03,-97.09770E+00
+3.640000E+03,-95.53693E+00
+3.645000E+03,-97.45009E+00
+3.650000E+03,-102.20251E+00
+3.655000E+03,-103.59920E+00
+3.660000E+03,-105.41378E+00
+3.665000E+03,-107.85882E+00
+3.670000E+03,-107.32702E+00
+3.675000E+03,-102.12863E+00
+3.680000E+03,-96.85345E+00
+3.685000E+03,-95.42228E+00
+3.690000E+03,-97.49634E+00
+3.695000E+03,-99.67441E+00
+3.700000E+03,-99.23218E+00
+3.705000E+03,-104.71841E+00
+3.710000E+03,-107.69945E+00
+3.715000E+03,-108.56090E+00
+3.720000E+03,-101.13131E+00
+3.725000E+03,-98.84904E+00
+3.730000E+03,-101.68214E+00
+3.735000E+03,-109.59717E+00
+3.740000E+03,-111.34928E+00
+3.745000E+03,-107.40399E+00
+3.750000E+03,-100.88301E+00
+3.755000E+03,-100.68605E+00
+3.760000E+03,-99.93652E+00
+3.765000E+03,-106.58120E+00
+3.770000E+03,-107.08894E+00
+3.775000E+03,-106.67067E+00
+3.780000E+03,-108.09259E+00
+3.785000E+03,-103.49522E+00
+3.790000E+03,-100.42571E+00
+3.795000E+03,-98.97205E+00
+3.800000E+03,-93.96302E+00
+3.805000E+03,-105.60813E+00
+3.810000E+03,-100.57458E+00
+3.815000E+03,-100.22460E+00
+3.820000E+03,-104.63988E+00
+3.825000E+03,-102.76978E+00
+3.830000E+03,-100.99688E+00
+3.835000E+03,-103.74950E+00
+3.840000E+03,-104.26400E+00
+3.845000E+03,-104.25838E+00
+3.850000E+03,-106.36575E+00
+3.855000E+03,-103.93571E+00
+3.860000E+03,-101.11847E+00
+3.865000E+03,-105.94473E+00
+3.870000E+03,-105.91388E+00
+3.875000E+03,-115.34343E+00
+3.880000E+03,-113.93742E+00
+3.885000E+03,-105.29564E+00
+3.890000E+03,-102.92584E+00
+3.895000E+03,-106.31892E+00
+3.900000E+03,-111.25949E+00
+3.905000E+03,-109.34297E+00
+3.910000E+03,-107.98387E+00
+3.915000E+03,-112.17575E+00
+3.920000E+03,-104.92185E+00
+3.925000E+03,-104.08565E+00
+3.930000E+03,-101.40640E+00
